fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement

Buffett enrolled at the University of Pennsylvania at the age of 16 to study business. He stayed two years, moved to the University of Nebraska to finish up his degree, and emerged from college at age 20 with nearly $10,000 from his childhood businesses.

Despite the success of Buffett Partnership, its founder dissolved the firm in 1969 to focus on the development of Berkshire Hathaway. He phased out its textile manufacturing division, instead expanding the company by buying assets in media (The Washington Post), insurance (GEICO) and oil (Exxon). Immensely successful, the ""Oracle of Omaha"" even managed to spin seemingly poor investments into gold, most notably with his purchase of scandal-plagued Salomon Brothers in 1987. Following Berkshire Hathaway's significant investment in Coca-Cola, Buffett became director of the company from 1989 until 2006. He has also served as director of Citigroup Global Markets Holdings, Graham Holdings Company and The Gillette Company.

In 1956 Buffet formed the firm Buffett Partnership Ltd. in his hometown of Omaha. Utilizing the techniques learned from Graham, he was successful in identifying undervalued companies and became a millionaire. One such enterprise Buffett valued was a textile company named Berkshire Hathaway. He began accumulating stock in the early 1960s, and by 1965 he had assumed control of the company.

Between 2006 and 2017, Buffett has given away close to $28 billion in charity, according to a report by USA Today .

Buffet was previously married to his first wife Susan Thompson from 1952 until her death in 2004, although the couple separated in the 70s. He and Susan had three children: Susan, Howard and Peter.

Born in Nebraska in 1930, Warren Buffett demonstrated keen business abilities at a young age. He formed Buffett Partnership Ltd. in 1956, and by 1965 he had assumed control of Berkshire Hathaway. Overseeing the growth of a conglomerate with holdings in the media, insurance, energy and food and beverage industries, Buffett became one of the world's richest men and a celebrated philanthropist.

Recent Activity and Philanthropy

In June 2006, Buffett made an announcement that he would be giving his entire fortune away to charity, committing 85 percent of it to the Bill and Melinda Gates Foundation. This donation became the largest act of charitable giving in United States history. In 2010 Buffett and Gates announced they had formed The Giving Pledge campaign to recruit more wealthy individuals for philanthropic causes.

ADVERTISEMENT Thanks for watching! Visit Website

In 2012 Buffett disclosed that he had been diagnosed with prostate cancer. He began undergoing radiation treatment in July, and successfully completed his treatment in November.

The health scare did little to slow the octogenarian, who annually ranks near the top of the Forbes world billionaires list. In February 2013, Buffett purchased H. J. Heinz with private equity group 3G Capital for $28 billion. Later additions to the Berkshire Hathaway stable included battery maker Duracell and Kraft Foods Group, which merged with Heinz in 2015 to form the third-largest food and beverage company in North America.

ADVERTISEMENT Thanks for watching! Visit Website

ADVERTISEMENT Thanks for watching! Visit Website

In 2016 Buffett launched Drive2Vote, a website aimed at encouraging people in his Nebraska community to exercise their right to vote, as well as to assist in registering and driving voters to a polling location if they needed a ride.

A vocal supporter of Democratic presidential nominee Hillary Clinton, whom hed endorsed in 2015, Buffett also challenged the Republican nominee, Donald Trump, to meet and share their tax returns. ""I will meet him in Omaha or Mar-a-Lago or, he can pick the place, anytime between now and election, he said at an August 1 rally in Omaha. ""I'll bring my return, he'll bring his return. We're both under audit. And believe me, nobody's going to stop us from talking about what's on those returns."" Trump did not accept the offer, and his refusal to share his returns ultimately did not prevent his election to the presidency in 2016.

In May 2017, Buffett revealed that he had begun selling some of the approximately 81 million shares he owned in IBM stock, noting that he did not value the company as highly as he did six years earlier. Following another sale in the third quarter, his stake in the company dropped to about 37 million shares. On the flip side, he increased his investment in Apple by 3 percent, and became Bank of America's largest shareholder by exercising warrants for 700 million shares. Early the following year, he added more Apple shares to make it Berkshire Hathaway's largest common stock investment.

Healthcare Venture

On January 30, 2018, Berkshire Hathaway, JPMorgan Chase and Amazon delivered a joint press release in which they announced plans to team up and form a new healthcare company for their U.S. employees.

According to the release, the yet-to-be-named company will be ""free from profit-making incentives and constraints"" as it tries to find ways to cut costs and improve the overall process for patients, with an initial focus on technology solutions.

Calling the swelling costs of healthcare a ""hungry tapeworm on the American economy,"" Buffett said, ""We share the belief that putting our collective resources behind the countrys best talent can, in time, check the rise in health costs while concurrently enhancing patient satisfaction and outcomes.""

In March, outlets reported that Berkshire Hathaway's HomeServices of America Inc., the second-largest residential brokerage owner in the U.S., was set to take more steps toward the top spot, held by Realogy's NRT LLC. Buffett said he ""barely noticed"" when Berkshire Hathaway originally acquired HomeServices, then part of MidAmerican Energy Holdings Co., back in 2000.

Early Life

Warren Edward Buffett was born on August 30, 1930, in Omaha, Nebraska. Buffett's father, Howard, worked as a stockbroker and served as a U.S. congressman. His mother, Leila Stahl Buffett, was a homemaker. Buffett was the second of three children and the only boy.Buffett demonstrated a knack for financial and business matters early in his childhood. Friends and acquaintances have said the young boy was a mathematical prodigy who could add large columns of numbers in his head, a talent he occasionally demonstrated in his later years.

Warren often visited his father's stockbrokerage shop as a child, and chalked in the stock prices on the blackboard in the office. At 11 years old he made his first investment, buying three shares of Cities Service Preferred at $38 per share. The stock quickly dropped to only $27, but Buffett held on tenaciously until they reached $40. He sold his shares at a small profit, but regretted the decision when Cities Service shot up to nearly $200 a share. He later cited this experience as an early lesson in patience in investing.

First Entrepreneurial Venture

By the age of 13, Buffett was running his own businesses as a paperboy and selling his own horseracing tip sheet. That same year, he filed his first tax return, claiming his bike as a $35 tax deduction.In 1942 Buffett's father was elected to the U.S. House of Representatives, and his family moved to Fredricksburg, Virginia, to be closer to the congressman's new post. Buffett attended Woodrow Wilson High School in Washington, D.C., where he continued plotting new ways to make money. During his high school tenure, he and a friend purchased a used pinball machine for $25. They installed it in a barbershop, and within a few months the profits enabled them to buy other machines. Buffett owned machines in three different locations before he sold the business for $1,200.",Warren Buffett Biography,,Warren Buffett,context,context,n,,165,

TRUE,https://www.snopes.com/fact-check/clintons-arafat/,For All Jews Voting for Hillary,Politics,02-Aug-16,A photograph shows the Clintons posing with Palestinian leader Yasser Arafat.,http://www.nobelprize.org/nobel_prizes/peace/laureates/1994/,2,TRUE,No Error,"The Nobel Peace Prize 1994

Yasser Arafat, Shimon Peres, Yitzhak Rabin Share this:

The Nobel Peace Prize 1994 Yasser Arafat Prize share: 1/3 Shimon Peres Prize share: 1/3 Yitzhak Rabin Prize share: 1/3

The Nobel Peace Prize 1994 was awarded jointly to Yasser Arafat, Shimon Peres and Yitzhak Rabin ""for their efforts to create peace in the Middle East"".

Photos: Copyright  The Nobel Foundation

Share this:

To cite this page

MLA style: ""The Nobel Peace Prize 1994"". Nobelprize.org. Nobel Media AB 2014. Web. 31 Jul 2018. <_LINKS_

Recommended:",The Nobel Peace Prize 1994,,,context,irrelevant,irrelevant,photo,166,

TRUE,https://www.snopes.com/fact-check/lionesses-grow-manes/,Can Lionesses Grow Manes?,Science,06-Mar-17,"Under certain conditions, lionesses can grow manes and develop ""masculine behavior"".",https://www.newscientist.com/article/2106866-five-wild-lionesses-grow-a-mane-and-start-acting-like-males/,3,FALSE,No Error,"Simon Dures

This lion king (pictured above) is a queen. And shes not the only one.

Five lionesses in Botswana have grown a mane and are showing male-like behaviours. One is even roaring and mounting other females.

Advertisement

Male lions are distinguished by their mane, which they use to attract females, and they roar to protect their territory or call upon members of their pride. Females lack a mane and are not as vocal.

But sometimes lionesses grow a mane and even behave a bit like males. However, until now, reports of such maned lionesses have been extremely rare and largely anecdotal. We knew they existed, but little about how they behave.

Now, Geoffrey D. Gilfillan at the University of Sussex in Falmer, UK, and colleagues have reported five lionesses sporting a mane at the Moremi Game Reserve in Botswanas Okavango delta.

Gilfillan started studying these lionesses back in March 2014, and for the next two years he focused on recording the behaviour of one of them, called SaF05. She had an underdeveloped mane and was larger than most females.

While SaF05 is mostly female in her behaviour  staying with the pride, mating males  she also has some male behaviours, such as increased scent-marking and roaring, as well as mounting other females, says Gilfillan.

Although females do roar and scent-mark like males, they usually do so less frequently, he says. SaF05, however, was much more male-like in her behaviour, regularly scent-marking and roaring.

Jessica Vitale

A likely explanation is an increased level of testosterone as these lionesses mature, says Luke Hunter, president and chief conservation officer at the global wild cat conservation organisation Panthera.

In lions, testosterone directly affects the development of manes. Castrated males, for example, lose their ability to produce testosterone and promptly lose their mane, too.

In 2011, a captive lioness called Emma at the National Zoological Gardens of South Africa developed a mane. Tests revealed high levels of testosterone due to a problem in her ovaries, and once they were removed she reverted to a typical lioness.

The idea that testosterone is implicated in the Botswana lionesses is also backed by observations of their reproductive success, says Kathleen Alexander at Virginia Tech in Blacksburg.

While some of the maned lionesses were observed mating, none of them became pregnant, suggesting they are infertile, a known consequence of high levels of androgens such as testosterone in females, she says. The behavioural changes suggest this is likely the case.

Hunter suspects this explanation applies to the animals studied by Gilfillan and his colleagues. Given all five known maned females come from the Okavango region, there must be a genetic component in this population underlying the phenomenon, he says.

I dont think this is anything to be concerned about, says Hunter. Although the females are apparently infertile, they otherwise appear to live long, healthy lives. And from a conservation perspective, there is nothing to suggest the pattern is increasing or will ever be anything more than a rare, local phenomenon.

No one seems to be studying the exact genetic and hormonal causes of this phenomenon at the moment. I guess there are just one or a few genes altered, says Vincent Savolainen at Imperial College London, who had a student briefly work on the possible causes. I believe some masculinised genes have been documented in domesticated cats  it would be good to look into this, especially given that the cat genome is available as reference.

Could the masculinised females in fact be a boon to the pride when it comes to competing with other prides? Its possible, it seems.

Gilfillan says he once saw SaF05 bring down a zebra. A neighbouring pride stole the zebra from SaF05, but in return SaF05 killed two of their cubs.

Cub-killing behaviour is rare in females but common in males.

Journal reference: African Journal of Ecology, DOI: 10.1111/aje.12360",Five wild lionesses grow a mane and start acting like males,,Karl Gruber,right,context,right,,167,

TRUE,https://www.snopes.com/fact-check/trump-retweet-cartoon-train-hitting-cnn-reporter/,Did Trump Retweet a Cartoon of a Train Hitting a CNN Reporter?,Politics  Politicians,15-Aug-17,President Trump retweeted a cartoon of a train hitting a CNN reporter.,http://archive.is/7atCA,2,FALSE,No Error,"Skip all

 Welcome home! This timeline is where youll spend most of your time, getting instant updates about what matters to you.

 Tweets not working for you? Hover over the profile pic and click the Following button to unfollow any account.

 Say a lot with a little When you see a Tweet you love, tap the heart  it lets the person who wrote it know you shared the love.

 Spread the word The fastest way to share someone elses Tweet with your followers is with a Retweet. Tap the icon to send it instantly.

 Join the conversation Add your thoughts about any Tweet with a Reply. Find a topic youre passionate about, and jump right in.

 Learn the latest Get instant insight into what people are talking about now.

 Get more of what you love Follow more accounts to get instant updates about topics you care about.

 Find what's happening See the latest conversations about any topic instantly.",Donald J. Trump (@realDonaldTrump),8/15/17,,right,irrelevant,irrelevant,,168,

mostly false,https://www.snopes.com/fact-check/peanut-butter-cups/,Three Reasons You Should Stop Eating Peanut Butter Cups?,Science  Medical,31-Mar-17,"Three additives in peanut butter cups, soy lecithin, PGPR, and TBHQ, are inherently dangerous and should be avoided.",http://archive.is/W7VJ5,1,FALSE,No Error,"If youre reading this, Ill assume youve had a Reeses peanut butter cup at least once in your lifetime. I mean, who hasnt? Not only are they available year round, they also come in fun shapes around the holidays. Do Reeses trees and Reeses eggs sound familiar? If youre a fan of the popular peanut butter cups, your mouth is probably salivating right about now. Unfortunately, a deeper look into Reeses ingredients might make you question that last minute purchase at the checkout line. As delicious as they are, Reeses peanut butter cups can be detrimental to your health.

A Little Background

Reeses peanut butter cups were invented in 1928 by Mr. Reese. He was a farmer and a shipping foreman for Milton S. Hershey. After inventing the sweet treat, Mr. Reese decided to quit the dairy farming business and start his own candy company in his basement. And the rest is history.

Reeses peanut butter cups come in many different shapes, sizes and varieties. Although the chocolate to peanut butter ratio seems like perfection, the other ingredients in the popular candy are cause for concern.

Ingredients In Reeses Peanut Butter Cups

Ingredients include: Milk chocolate, (milk, chocolate, sugar, cocoa butter, chocolate, no fat milk, milk fat, lactose, soy lecithin, PGPR), peanuts, sugar dextrose, salt, TBGQ and citric acid.

The most questionable ingredients are:

1. Soy Lecithin

Research has shown that as much as 93% of soy is genetically modified. Soy lecithin has been found to have . It can cause behavioral and cerebral abnormalities. It has also been linked to breast cancer. Research has shown that as much as 93% of soy is genetically modified. Soy lecithin has been found to have detrimental effects on fertility and reproduction . It can cause behavioral and cerebral abnormalities. It has also been linked to breast cancer.

2. PGPR

and its used to reduce the viscosity of chocolate. It has been connected to gastrointestinal problems and allergic reactions in children. PGPR is short for polyglycerol polyricinoleate. The manufacturer of this popular candy replaced cocoa butter with PGPR to lower the cost of production. PGPR comes from castor beans and its used to reduce the viscosity of chocolate. It has been connected to gastrointestinal problems and allergic reactions in children.

3. TBHQ

TBHQ stands for tertiary butylhdroquinone. Its derived from petroleum and can be extremely toxic. Side effects of ingesting TBHQ include nausea, vomiting, ringing in the ears, delirium and collapse. Research has shown that TBHQ can damage the lungs and umbilical cells in humans. It can also cause stomach cancer. Children who are exposed to this chemical may show anxiety, restlessness and intensified ADHD symptoms.

Make Your Own Organic Peanut Butter Cups

Theres no debating the delicious taste of Reeses peanut butter cups. But do you really want to risk the potential health effects by eating them, or feeding them to your children? If peanut butter cups happen to be one of your favorite treats, there are safer ways eat them without putting your health at risk! Look for at health food stores, or Theres no debating the delicious taste of Reeses peanut butter cups. But do you really want to risk the potential health effects by eating them, or feeding them to your children? If peanut butter cups happen to be one of your favorite treats, there are safer ways eat them without putting your health at risk! Look for organic peanut butter cups at health food stores, or make your own! Heres how:

Ingredients

12 muffin tin liners

12 ounces of organic dark chocolate

1 cup of organic peanut butter

1/4 cup of raw honey

1/4 teaspoon of organic salt

Directions

Make the muffin cups more shallow by trimming them. Using a small saucepan, melt the chocolate on low heat while stirring continually. Leave it on for 1-2 minutes and be careful not to overcook. Using a teaspoon, put chocolate portions into the muffin cups. Place the whole muffin tin into the fridge to solidify. In a medium bowl, mix the organic peanut butter, raw honey and salt. Once the chocolate in the fridge has hardened, heat the peanut butter in a small saucepan over low heat to soften it. Put a small portion of peanut butter into each of the chocolate-coated cups leaving some room at the top for another layer of chocolate. Store the cups in the fridge for 10 minutes, then spread and flatten the peanut butter. Put the cups back in the fridge for 1 hour or until the peanut butter hardens. When the peanut butter is ready, rewarm the remaining chocolate and add a layer to the top of each candy. Cool it once again in your fridge until the chocolate hardens. Enjoy!

Watch the video to learn how to make a vegan-friendly version!",3 Reasons Why You Should Stop Eating Peanut Butter Cups! - David Avoc,3/30/17,,right,right,n,,169,

TRUE,https://www.snopes.com/fact-check/kentucky-bill-wives-permission-viagra/,Kentucky Lawmaker Introduced Bill Requiring Men to Get Wives Permission to Take Viagra,Politics  Sexuality,20-Feb-17,A 2016 bill before the Kentucky legislature would have required men to get their wives' permission before obtaining a prescription for Viagra or other erectile dysfunction drug.,http://nbc4i.com/2017/02/19/lawmaker-introduces-bill-requiring-men-to-get-written-permission-from-wives-to-purchase-viagra/,1,FALSE,No Error,"Copyright by WCMH - All rights reserved

FRANKFORT, KY  - A Kentucky lawmaker has introduced a bill that would require men seeking treatment for erectile dysfunction to jump through several hoops beforehand.

Rep. Mary Lou Marzian (D-Louisville) introduced House Bill 369.

The bill would require that a man visit a doctor twice before the doctor can prescribe any drug for erectile dysfunction, be married and get a signed and dated letter of consent from his spouse. The bill also calls for the man to ""make a sworn statement with his hand on a bible that he will only use a prescription for a drug for erectile dysfunction when having sexual relations with his current spouse.""

The bill's requirements would apply to medications like Viagra, Cialis, Levitra and Avanafil as well as other treatments and procedures for erectile dysfunction.

You can read the full bill here.",Lawmaker introduces bill requiring men to get written permission from wives to purchase Viagra,2/19/17,Rachel Gribble,right,right,n,,170,

TRUE,https://www.snopes.com/fact-check/zika-spraying-kills-millions-of-bees/,Zika Spraying Killed Millions of Bees in South Carolina,Critter Country,02-Sep-16,Aerial spraying of an insecticide targeting Zika-carrying mosquitoes in South Carolina resulted in the deaths of millions of bees.,https://www.epa.gov/mosquitocontrol/naled-mosquito-control,2,FALSE,No Error,"Esta pgina Web est disponible en espaol

On this page:

1. What is naled?

Naled is an insecticide that has been registered since 1959 for use in the United States. It is used primarily for controlling adult mosquitoes but is also used on food and feed crops and in greenhouses. For mosquito control, naled is most commonly applied aerially as an ultra-low volume (ULV) spray. ULV sprayers mounted on planes or helicopters dispense very fine aerosol droplets containing small quantities of insecticide mixed with water that drift through the air and kill mosquitoes on contact. The amount of spray that reaches the ground is small, and the concentration applied is very small (only about 1-2 tablespoons of naled is applied per acre treated).

2. Is EPA currently evaluating the safety of naled? What is the status of registration review for naled?

EPA is currently re-evaluating naled as part of its routine registration review process. EPA expects to issue new human health and ecological risk assessments for naled before the end of 2017.

This review of naled is a standard re-evaluation required by law every 15 years by law for every registered pesticide. The periodic review of pesticide registrations, or registration review, is required by the Federal Insecticide, Fungicide, and Rodenticide Act, amended by the Food Quality Protection Act of 1996 and the Pesticide Registration Improvement Act. EPA periodically reviews existing registered pesticides to ensure they can be used safely, without unreasonable risks to human health and the environment. The registration review program is intended to make sure that, as the ability to assess risk evolves and as policies and practices change, all registered pesticides continue to meet the statutory standard of no unreasonable adverse effects.

Learn more about EPAs registration review process.

3. Does naleds use for mosquito control pose health risks to people?

When applied according to label instructions, EPA does not expect the use of naled for public health mosquito control to raise a human health concern. People are unlikely to breathe in amounts large enough or touch anything with enough insecticide on it to harm them. However, anyone who is concerned because of an existing health problem should talk to their doctor. Also, people who tend to be sensitive to chemicals in general, including household chemicals, could experience short-term effects, such as skin, eye, and nose irritation. Contact your local mosquito control program to get specific information on spraying in your area.

4. Has EPA estimated the risks of naled to children specifically?

EPA estimates exposure and risks to both children and adults routinely, including those associated with naled. Because of the small amount of naled released (about 1-2 tablespoons of naled is applied per acre treated), exposures are below an amount that might be expected to pose a health concern to children or adults.

5. Where is naled being used for mosquito control?

Naled is one of the most widely used pesticides in the United States for aerial mosquito control. In recent years, naled has been applied by aerial spraying to about 16 million acres per year within the mainland United States as part of routine mosquito control. Naled has been used in highly populated major metropolitan areas as well as agricultural and more rural areas.

Top of Page

6. Does naled work on mosquitos carrying Zika?

Naled has been successfully used for many years in the mainland United States and has been effective in the ongoing effort to control mosquitoes carrying Zika, dengue, chikungunya, and other possible diseases in areas where these viruses have been identified. Laboratory tests conducted by the Centers for Disease Control and Prevention (CDC) in February and March 2016 on 14 separate populations of Aedes aegypti mosquitoes from across Puerto Rico showed that they were highly susceptible to naled. These results, combined with the success of naleds aerial use in Florida in 2016, indicate that aerial application of naled can be effective for Zika emergency situations as part of a comprehensive Integrated Pest Management (IPM) effort. View more information about insecticide resistance testing in Puerto Rico.

7. Are insects becoming resistant to naled?

Resistance in Aedes aegypti mosquitoes is not a concern at this time for naled. Many acres across the United States have been sprayed with naled each year, and resistance has not been detected in Aedes aegypti mosquitoes.

8. Are there special precautions to be taken during naled spraying?

People may prefer to stay inside and close windows and doors when spraying takes place, but it is not necessary. Those who are especially concerned about chemicals may choose to take some of these steps to help reduce exposure.

Contact your local health department or mosquito control program to get specific information on spraying in your area.

Stay indoors with the windows closed during spraying.

If you are outdoors when spraying takes place and come in contact with the chemical, rinse your skin and eyes with water.

Wash fruits and vegetables from your garden before storing, cooking, or eating.

Cover outside items like furniture and grills before the spraying takes place. Bring pets and items like pet food dishes and childrens toys indoors. Rinse any uncovered items left outside before using.

If you think you have had a reaction to the spraying of naled, talk to your doctor or call the regional Poison Control Center at 1-800-222-1222.

9. How will I know if aerial spraying is going to take place?

Decisions about where and when to spray are made by local mosquito control or public health officials. Listen for announcements in your community or look for posts on social media with the dates, times, and locations of upcoming sprayings. They are usually announced a day or two before they are scheduled to occur, and some districts post this information to their website.

Top of Page

10. Does naleds use for mosquito control pose risks to water supplies or to people eating fruits or vegetables grown in home gardens?

Aerial ULV sprays dispense very fine aerosol droplets containing small quantities of active ingredient that stay aloft and kill mosquitoes. The amount of pesticide that reaches the ground is small and dissipates very quickly. In addition, naled is approved by EPA for application directly to food crops at higher rates than those used for mosquito control. Drinking water is also considered in the EPA evaluation of all uses as a potential source of exposure.

11. Is naled harmful to wildlife?

Risks to wildlife are minimal because naled is applied at low rates and does not persist in the environment. Because naled is an insecticide, invertebrates such as insects, water fleas, and spiders could be affected. Small wildlife present in the immediate treatment area could be exposed shortly after spraying occurs but long-term effects are not expected.

12. How can beekeepers reduce the risk of bee exposure to naled?

Spraying naled can kill bees that are outside of their hives at the time of spraying; therefore, spraying is recommended at dawn or dusk when bees are usually inside their hives. Although we do not anticipate that bees will have significant exposure to naled, beekeepers can reduce exposure even more by covering colonies when spraying takes place, or if possible, relocating colonies to an untreated site. Providing clean sources of food (supplemental sugar water and protein diets) and clean drinking water to honey bee colonies during application can further reduce exposure.

13. What other measures should be taken to control mosquitoes besides aerial spraying? What can I do to control mosquitoes or prevent mosquito bites?

Help eliminate any standing water (even small amounts) to prevent mosquitoes from laying their eggs. If water cannot be eliminated, such as in ornamental water features, use larvicides (available at many retailers) or other control measures to minimize opportunities for breeding. For example, you might be able to add fish that eat larvae to a pond, or add a fountain or aerator to keep the water moving.

Use window and door screens to keep mosquitoes from entering your home, workplace, or childrens schools.

Use EPA-registered insect repellents to prevent getting bitten. Products that are EPA-registered have been confirmed to be safe and effective when you follow the directions.

Dress in light-colored clothing, long pants, and long sleeves.

For information on the regulatory status of naled, including the Reregistration Eligibility Decision (PDF)(152 pp, 983 K, About PDF), see the Chemical Search page for naled.

Top of Page",Naled for Mosquito Control,2007-05-16,Us Epa Ocspp Opp Fead,context,irrelevant,context,,171,

mostly false,https://www.snopes.com/fact-check/lebanon-mo-walmart-cell-phone-rumor/,Large Cell Phone Purchase Rumor,Crime  Politics,11-Dec-15,"Middle Eastern men purchased dozens of burner cell phones at Walmarts in and around Lebanon, Missouri (ostensibly to carry out terror attacks); at the same time, multiple stores reported propane tank thefts.",https://t.co/L4KP94rUYD,1,TRUE,404 Client Error: Not Found for url: http://beforeitsnews.com/v3/blogging-citizen-journalism/2015/2525972.html,--,,,,right,context,irrelevant,no text,172,

TRUE,https://www.snopes.com/fact-check/trump-tower-billboard-in-mumbai/,Trump Tower Billboard in Mumbai,Fauxtography,30-Dec-16,"An image shows an advertisement for Trump Tower in Mumbai stating that there is ""only one way to live"" installed over a group of homeless people.",http://www.mid-day.com/articles/donald-trump-is-mumbai-builders-latest-poster-boy/17288174,4,TRUE,No Error,"Hoardings announce re-opening of sale for residences in Trump Tower on June 4; developer refutes claim of cashing in on Donald Trump's popularity in the United States

Make hay while Donald Trumps sun shines  perhaps this was the thinking behind the Lodha developers recent announcement of the re-opening of sales for the ultra-luxurious residences in Trump Tower, Worli. The announcement comes in the wake of Donald Trumps insurmountable lead as the Republican candidate for contesting the US Presidential poll. The project is a joint venture between Lodha and the Trump organisation.



One of the posters installed by Lodha developers along the under-construction Trump Tower in Worli. Pic/Datta Kumbhar

Posters installed by the developer along the project to attract prospective buyers read: Trump is back. With the smallest housing unit  3 BHK  priced over R9 crore, bookings for the designer homes will start from June 4. Lodhas website quotes Trump saying, This project will be a jewel in the crown of Trump Projects. The website also states that every house owner shall enjoy access to a private jet and a 7-acre private park.

Zero truth

Refuting the claims that the developer was trying to cash in on Trumps popularity in the US to turn around the lukewarm response the Worli project had received during the previous sale, a Lodha spokesperson said, Our current campaign for Trump Tower is in alignment with the groups business calendar for the current financial year, and not related to Donald Trumps nomination in any way. An iconic real estate brand such as Trump demands a unique approach in everything we do: right from planning to selling. Since the inception of our partnership with Trump in 2013, we have made conscious and careful choices in our go-to-market strategy, including offering limited inventory during a particular sale window. The spokesperson added that the last inventory was offered in 2014, where the group successfully sold over 50 per cent of the residences, and the rest will be available for sale in June.

Despite limited sales window, the enthusiasm and trust in Trump brand is well reflected with premiums as high as 30 per cent generated over other projects in the vicinity, the spokesperson said.",Donald Trump is Mumbai builder's latest poster boy,5/31/16,,right,context,context,photo,173,

TRUE,https://www.snopes.com/fact-check/did-man-receive-153000-bill-rattlesnake/,"Did a Man Receive a $153,000 Hospital Bill After a Failed Selfie With a Rattlesnake?",Critter Country  Medical,27-Apr-18,"A man received a $153,000 hospital bill after a bite he sustained from a rattlesnake that he was attempting to take a selfie with.",https://web.archive.org/web/20160331220111/http://www.10news.com:80/news/mans-ordeal-stirs-debate-on-cost-of-treating-rattlesnake-bites,1,FALSE,No Error,"LA JOLLA, Calif. - The pain of a man's rattlesnake bite in San Diego is now being felt across the country, and it's not the physical pain.



10News was the first to bring you the story of Todd Fassler, who was bitten by a rattlesnake at the Barona Speedway on July 4.



""He paralyzed my body  My tongue was sticking out, my eyes were to the side,"" Fassler told 10News.



Fassler was bitten as he was trying to get a selfie with the snake.



While his ordeal hasn't sparked much sympathy, it did lead to national stories published in the New York Times and Washington Post after 10News reporter Dan Haggerty tweeted the eye-opening hospital bill of more than $150,000.



Fassler had depleted two hospitals of its antivenin.

He was trying to take a selfie with a rattlesnake. What he ended up with was a trip to the hospital and one WHOPPER of a doctor bill. Posted by 10News  ABC San Diego KGTV on Friday, July 17, 2015",Man's ordeal stirs debate on cost of treating rattlesnake bites,7/24/15,Michael Chen,right,context,right,,174,

mostly false,https://www.snopes.com/fact-check/secret-service-broke-trump/,Has the Secret Service Gone Broke Paying Agents to Protect the Trump Family?,Politics,22-Aug-17,"As of August 2017, the Secret Service had run out of money for the year due to the demands of protecting President Trump and his family.",http://archive.is/BwTDS,5,TRUE,No Error,"The Secret Service, already stretched thin trying to provide security for President Trumps large family, has now found itself unable to pay hundreds of agents on the commander-in-chiefs protective detail, according to a report Monday.

Secret Service Director Randolph Tex Alles said more than 1,000 agents have already reached the federally mandated salary caps and overtime allowances for the entire year, USA Today reported

The president has a large family, and our responsibility is required in law, Alles told the newspaper. I cant change that. I have no flexibility.

He said 42 people under Trump require protection, including 18 members of his family. Only 31 people required security teams during the Obama administration.

In the first seven months of the Trump administration, agents assigned to the president traveled with him nearly every weekend to one of his properties in Florida, New Jersey and Virginia.

They also accompanied Trumps family members who have taken business trips and vacations in the US and abroad, Alles said.

The compensation has become such a critical concern that Alles said he has begun discussions with lawmakers about raising the salary and overtime cap for agents to $187,000 from $160,000  at least for Trumps first term.

Even with that bump, Alles said about 130 veteran agents would not be fully compensated for hundreds of hours theyve already logged, the newspaper reported.

Since the January inauguration, Trump has traveled to his Florida estate, Mar-a-Lago, seven times, to his golf resort in Bedminster, NJ, five times and to Trump Tower once, the report said.

The General Accounting Office said manpower and equipment costs to protect the president during his jaunts to Mar-a-Lago cost about $3 million each trip, the newspaper said.

The Secret Service has spent nearly $60,000 on golf cart rentals this year as its protects Trump on his golf courses in Florida and New Jersey.

Rep. Elijah Cummings (D-Md.), the ranking Democrat on the House Oversight and Government Reform Committee, has talked with Alles about the pay problem and has pledged to find a permanent solution, his spokeswoman, Jennifer Werner, told USA Today.

We cannot expect the Secret Service to be able to recruit and keep the best of the best if they are not being paid for these increases (in overtime hours), Werner told the news outlet.

Rep. Trey Gowdy, the chair of the panel, is working with other committees of jurisdiction to explore ways in which we can best support the Secret Service, said the South Carolina Republicans spokeswoman, Amanda Gonzalez.

Alles said the agency is involved in a campaign to hire more agents that he believes will eventually reduce the workload. He said the goal is to go from the current 6,800 agents and uniformed officers to 9,500 by 2025.

Were making progress, he said.",The Secret Service has gone broke protecting Trump,8/21/17,,right,context,right,,175,

mostly false,https://www.snopes.com/fact-check/president-obama-bans-the-words-negro-and-oriental/,President Obama Bans the Words Negro and Oriental,Politicians  Politics,23-May-16,"President Obama made the words ""negro"" and ""oriental"" illegal.",https://t.co/BmEKfmAQyT,1,FALSE,No Error,"In 1790, the U.S. Census counted people by lumping them into one of three categories  slaves, free white females and males, or all other free persons.

